sweep_value,run,error_1,error_2,error_3
1,1,0.42873276151565526,0.09315808845867068,0.11956626173665952
1,2,0.4284343389765319,0.09375892541049591,0.12042845190604862
1,3,0.42426692114424785,0.09144005142225808,0.11775121697986701
1,4,0.42583596771170196,0.09275281855168926,0.1191745134410076
1,5,0.4300154140419192,0.09283872337746779,0.119671282273114
1,6,0.42646145351569703,0.0951958989918561,0.12154018098653907
1,7,0.4268698497697115,0.09535946248494809,0.1216732533668804
1,8,0.4280596004409436,0.09254975745651806,0.11965364154753412
1,9,0.4285329332381322,0.09409138487846602,0.12050860604799996
1,10,0.4277802246510499,0.09103173703476408,0.11738924728018874
1,11,0.42967902495713445,0.0951862490116624,0.12146702517716668
1,12,0.42926941136591334,0.09634230119145748,0.12269899204242773
1,13,0.424626246125996,0.09147566042454636,0.11799860710516208
1,14,0.4244010223611722,0.09260591989841438,0.11904016803927042
1,15,0.4281334754043761,0.09382505295263088,0.12026435974188443
1,16,0.42884852919845573,0.09572247516862087,0.12206410198736362
1,17,0.42395890452569895,0.09263169996712861,0.11903283717018254
1,18,0.42479096272676037,0.09264441234087373,0.11916121516950828
1,19,0.4277926995121409,0.09457825834226585,0.12096963842571484
1,20,0.42623949742734346,0.08926153667979286,0.11602965308049248
1,21,0.42804742453540146,0.0937695845963109,0.12152580005247553
1,22,0.4312498947822778,0.09248438361702116,0.1211340301652593
1,23,0.4275254165822023,0.09176303037558253,0.11838456230614008
1,24,0.42787837729871375,0.09556083842596985,0.12194699309633605
1,25,0.4285534268420996,0.09496121603879082,0.12130370944501356
1,26,0.4271653037127011,0.09557359902184692,0.12189013098862256
1,27,0.42895335756197567,0.09709743969621021,0.12329441646442019
1,28,0.42612241742160073,0.09238831136581571,0.11885356102779387
1,29,0.43037582895043847,0.0957259996933355,0.12226190385905546
1,30,0.42635880455490216,0.09378991989582175,0.12026252950773542
2,1,0.3479797566104223,0.07630973091649176,0.09958714531533625
2,2,0.3148615461498379,0.07723960909401831,0.09251254896022286
2,3,0.3064343239770467,0.07743427821082201,0.09359865230669913
2,4,0.4038318079129978,0.07783305808302966,0.11231776878591539
2,5,0.32234544042740976,0.07655426163318621,0.09439623319710694
2,6,0.3668626851057112,0.0748948033171401,0.10430821496219272
2,7,0.4025439956577971,0.07518146204592994,0.11250946429847329
2,8,0.3298648016589097,0.07479537973925009,0.09246410563084971
2,9,0.3103729354831766,0.0720917798590858,0.08574258331628078
2,10,0.40639879876729884,0.07557280901706805,0.1124344903160018
2,11,0.3902973612176058,0.07266102511521588,0.1073414547729029
2,12,0.38801592013798303,0.07805460612933111,0.10966096502965114
2,13,0.4118502202514499,0.0776063904792012,0.11335751124945104
2,14,0.36626623686562226,0.0769097269823335,0.10290070105206461
2,15,0.30649025643987543,0.07719604449087089,0.09018359602286588
2,16,0.3318014300661371,0.07613302272360895,0.09204357195195928
2,17,0.3333348947669623,0.07406638265267804,0.0930664684541272
2,18,0.34858480116216484,0.0773251886852262,0.09916697951593705
2,19,0.301817186449521,0.07543820605834102,0.08876806994421062
2,20,0.3489666108371403,0.07500700938448834,0.09532958503495617
2,21,0.36201153986661594,0.07560026282322271,0.1004341898123993
2,22,0.31533738684739904,0.07427291532319229,0.09034974434252817
2,23,0.30300064918267816,0.07689460481981751,0.08905348800080953
2,24,0.3245538330977973,0.07395872297541774,0.09438387473850082
2,25,0.3139847352107717,0.07696282672583797,0.0923947312000901
2,26,0.3341429460046757,0.07743252326786026,0.09838207688384314
2,27,0.30760779008425126,0.07467066894601246,0.08869376128918967
2,28,0.3783446255939079,0.07908488211759665,0.10617937610416715
2,29,0.3073175181223402,0.07538823270574425,0.08803870202716728
2,30,0.29945077527561215,0.07347165282025653,0.0849044010743349
3,1,0.36866033527980624,0.07116384509463711,0.09989859965501366
3,2,0.3472470840412556,0.06678202020981618,0.09856782254946404
3,3,0.30157812922797417,0.06517293755205426,0.0870066766055263
3,4,0.2705811951888894,0.06327116432010114,0.07832782287157841
3,5,0.28398560995875716,0.06557113724003064,0.08098579759718419
3,6,0.358767492487111,0.06503796163302422,0.10097230739015806
3,7,0.28620126432134085,0.06654828936319822,0.08233679568952716
3,8,0.27554928698631503,0.06652083344517407,0.08385196608422031
3,9,0.25881743088405446,0.06755448468819766,0.08142359527674817
3,10,0.2728343303469114,0.06314814731950574,0.08020924133565657
3,11,0.32653374590551615,0.062120314600810474,0.08914938496796991
3,12,0.3612060570184264,0.06238696920185848,0.09803001504679582
3,13,0.2760353091371319,0.06438222463657069,0.08067098257041833
3,14,0.27673090462998884,0.0630450977239589,0.07915101192191769
3,15,0.2832028232602861,0.06338418071368154,0.08646166778227596
3,16,0.2854138727597841,0.06622161342173025,0.08776907281971055
3,17,0.33007846066049434,0.06605732909026696,0.09328954857356866
3,18,0.2792487190792941,0.06779602394074201,0.08229482516072659
3,19,0.39628707034384425,0.06298810710823591,0.10842013500700877
3,20,0.2970049246008144,0.06626403243852792,0.0875008765471488
3,21,0.3745325779792544,0.06753232645379542,0.10425803995878014
3,22,0.3595122465488306,0.06860485205568077,0.09900749788782487
3,23,0.27494912748006145,0.06748116889294807,0.08830154594754074
3,24,0.30328180095019763,0.06701264158865845,0.09055231074650791
3,25,0.3471156024557317,0.06639635553381837,0.09639221702175234
3,26,0.38874060693061274,0.06763821141996881,0.10679121574070827
3,27,0.3144566168518126,0.06677972539064972,0.09148191593191835
3,28,0.26586049041963067,0.06389363609968329,0.08461216448255672
3,29,0.3306712922048734,0.06496910373150246,0.0949043978719464
3,30,0.24861975373867007,0.06443118042455105,0.07496502367511979
4,1,0.22561955479536064,0.06100293921683164,0.07689375474806973
4,2,0.2734196172487471,0.0584182607927993,0.07999732386936802
