sweep_value,run,error_1,error_2,error_3
10,1,0.09470818304063752,0.03788115914783274,0.042927150090724814
10,2,0.15850523616180545,0.036585518035081144,0.057634057746131034
10,3,0.06117905315538652,0.03550331578213154,0.0393311759859103
10,4,0.11277206035392048,0.038416590804935605,0.05156784240769261
10,5,0.12035876848926039,0.035476906444843616,0.05053204814493443
10,6,0.10906959825990792,0.03629227197393909,0.047336901904949616
10,7,0.15870102596680305,0.03980621003477442,0.058177452066248185
10,8,0.16536691410584656,0.035277722452630576,0.05798554089438538
10,9,0.10708244348927093,0.03840229611865948,0.04636252819371537
10,10,0.1372987858325388,0.03992236382313121,0.05506472842641237
10,11,0.08060335895648162,0.035559717165766405,0.043909303075269336
10,12,0.07800364287030094,0.040071140413393866,0.04646258989373569
10,13,0.11690022212361922,0.038854167767049315,0.046654615129922174
10,14,0.09565354509325968,0.03808721176945934,0.044383613793462486
10,15,0.1301088983376798,0.03953112747309594,0.04872000993445836
10,16,0.09269443443099601,0.036774257642583665,0.04484016428725873
10,17,0.0917456484148208,0.03707679484828654,0.045296438308383764
10,18,0.09318152821917303,0.03467813584833906,0.043490919183135135
10,19,0.08267486178318548,0.03639676668348364,0.039866672364506674
10,20,0.09399685575483102,0.03634235688158935,0.04250552026699751
10,21,0.12421483896213238,0.037521077423700665,0.0485122289522192
10,22,0.12216615117785322,0.037920573889050575,0.04847086330883018
10,23,0.12501927212299485,0.037074152571606206,0.05199039063236495
10,24,0.14225106380685112,0.03841527091149084,0.05403607131209126
10,25,0.10894441102978925,0.03986859059591988,0.05038677203762954
10,26,0.1437796566331075,0.03565563367173271,0.0513853176686817
10,27,0.14752107192255162,0.038729661485036246,0.05329685404529772
10,28,0.11737570304741068,0.0385137003895103,0.05281398276973623
10,29,0.12138234937059282,0.03972811698891944,0.0461590563488868
10,30,0.08252438390754016,0.038216615189625824,0.043735949373168714
11,1,0.11634786030550939,0.036181240579707376,0.047004799262099016
11,2,0.13999195714187124,0.03657315454172845,0.048317800528587716
11,3,0.13753230384143214,0.03816271975693356,0.056058194408935315
11,4,0.12754896882458736,0.03546078535792467,0.04554215934210821
11,5,0.09862815021305342,0.04219080181462152,0.0523945714331514
11,6,0.12152187277614418,0.038073274011822165,0.05383689460208634
11,7,0.0943948907762731,0.04080505492780511,0.04191279349790116
11,8,0.08985285652649873,0.03649513815850847,0.04320056684752802
11,9,0.10978208208740906,0.03604024628876999,0.04601664730401204
11,10,0.08584296099999655,0.041770795689619646,0.04621899750785247
11,11,0.12735999084516353,0.03976389491883079,0.05144152528535488
11,12,0.10959858146653145,0.037963439530076276,0.04204463465344472
11,13,0.15708299993435113,0.038800242558876374,0.0585067893349337
11,14,0.13199195201254638,0.040554043889404624,0.05402154114995514
11,15,0.0919581639932649,0.03799202500093958,0.04568764817504649
11,16,0.1398318021456836,0.03662860173076601,0.051596085228697096
11,17,0.1266662425471772,0.037612106398217666,0.05061169632178281
11,18,0.11809272786845271,0.04018120536408404,0.04755547005786511
11,19,0.11357357681332178,0.03705828788017209,0.04405684823488099
11,20,0.09866210139042196,0.03841405474257779,0.042029588827643606
11,21,0.09940485970573576,0.036715342615365305,0.04423556156491812
11,22,0.12114165578584675,0.038093912699725174,0.048798024947953274
11,23,0.11552606965966261,0.03636041207058393,0.045216612775557996
11,24,0.12167493558583577,0.03971641627878847,0.05049460951760692
11,25,0.08337734542379364,0.037494637526559065,0.041358901591356606
11,26,0.1523420563650184,0.03885990324382842,0.05401751334311809
11,27,0.10163433628465848,0.039527133965583175,0.05094885519233797
11,28,0.12336894973565446,0.03717991989557151,0.05339772230040375
11,29,0.09516865533330307,0.035890037988992256,0.04241581858236351
