sweep_value,run,error_1,error_2
13,27,0.28197370720177,0.05913299795236703
13,28,0.3324364326215743,0.0521680178885716
13,29,0.3091890748232824,0.06188799305251667
13,30,0.32852594069340013,0.039527276282695846
14,1,0.27845529739534114,0.07091305802502881
14,2,0.32139257164042134,0.05177776693836806
14,3,0.34245816584459177,0.06692518615855794
14,4,0.2657264475992413,0.06580415633446508
14,5,0.22718710747375728,0.04339115422670717
14,6,0.3783872854245007,0.06561908651008223
14,7,0.2368023728205837,0.04747218294120725
14,8,0.29449551590010525,0.04644828635028908
14,9,0.30738395508812827,0.0416913532546189
14,10,0.3260446323049398,0.035558240486423635
14,11,0.2480036134386507,0.06429460329609281
14,12,0.19802056534610532,0.037009552726704344
14,13,0.24592189859895713,0.04975181850323841
14,14,0.24818912634186596,0.04425541674586697
14,15,0.31228024064156074,0.05546906046248727
14,16,0.2559922773589002,0.04731888496469939
14,17,0.289472978181588,0.060732661805428814
14,18,0.26932090112740403,0.05690468441075409
14,19,0.38404715818618124,0.06806812132513822
14,20,0.24481059663381982,0.05348825381011964
14,21,0.3216146358590196,0.05582830839058501
14,22,0.3334898232979225,0.0748560139490137
14,23,0.2919827471845513,0.046875277253320614
14,24,0.291319502523488,0.05834822049952268
14,25,0.24842789277634303,0.06835674849873492
14,26,0.2146240208720872,0.05288789586311834
14,27,0.2783690125986618,0.052092462744322235
14,28,0.22626174327297896,0.06076987107782272
14,29,0.22791397257884555,0.04813122659218591
14,30,0.22366267155672323,0.057684849022173204
15,1,0.3033395776690315,0.056788096739212056
15,2,0.3320028693875533,0.038717492066240276
15,3,0.2878655461194652,0.04137971335911259
15,4,0.373222214840777,0.04722658124753073
15,5,0.29704679969137293,0.07535948649139036
15,6,0.31914074672463155,0.06666916354176475
15,7,0.28776568911492895,0.07754328017596394
15,8,0.2565125306632378,0.06641741013352172
15,9,0.22447657198644397,0.06389855759503611
15,10,0.3296893780000149,0.06780831241268023
15,11,0.25376428320735017,0.04905169028682601
15,12,0.34447567240947474,0.06673731104671023
15,13,0.3553267984562143,0.04592678428522203
15,14,0.3065146746153283,0.061290660535499975
15,15,0.20641427842715881,0.059539899547143886
15,16,0.2777089533802523,0.039692667308642536
15,17,0.33718743387271843,0.0524139851767376
15,18,0.28942358436504473,0.07421091514211801
15,19,0.3026639618152285,0.06556473603383613
15,20,0.25649581465679633,0.07172306403686014
15,21,0.30116835870449077,0.05480349780011833
15,22,0.2435633705867747,0.0820890838476061
15,23,0.29903801165502125,0.05968330270224408
15,24,0.29563538718696086,0.06036699015776778
15,25,0.26983103858672386,0.06545962802528776
15,26,0.21021185606258774,0.07083805510592626
15,27,0.29393858216005936,0.04678642475952418
15,28,0.20385855195305244,0.042128111050648544
15,29,0.3635666926723514,0.05947895316223713
15,30,0.25662792967176157,0.0677424650274096
16,1,0.23435202079975875,0.06720154675223483
16,2,0.26489782036251525,0.07442540588507006
16,3,0.2220080388820085,0.04790941358834112
16,4,0.24135283040037991,0.05935247751278052
16,5,0.27117902011377726,0.05523100430750566
16,6,0.2945032813748621,0.05047609930078257
16,7,0.2700097565104637,0.08297850186086551
16,8,0.3155019431151744,0.03389073854525078
16,9,0.2805429801782551,0.04405339570115155
16,10,0.27031898225268314,0.05801343403076526
16,11,0.28302801752803525,0.045188880820845136
16,12,0.3590719186486768,0.07327394790588929
16,13,0.276058000683413,0.07725412239339352
16,14,0.31867818477936677,0.06702826226158867
16,15,0.3045118572177127,0.06821728310576065
16,16,0.2654584458048382,0.07728107599882651
16,17,0.2311037628025637,0.056443792871300795
16,18,0.2795220556911602,0.06064306998703878
16,19,0.3008433734027035,0.06053723099573311
16,20,0.28980087690563033,0.08309254526408963
16,21,0.32627660600258396,0.07128230804529363
16,22,0.38826298781730745,0.04776822824930555
16,23,0.2748873287590943,0.06250775590107775
16,24,0.44527460427813753,0.04123678953125289
16,25,0.24410886070668883,0.09431003463669543
16,26,0.3237022125240459,0.05194357624444239
16,27,0.27883683304818907,0.05312223022837985
16,28,0.2720298091571404,0.043459430900188965
16,29,0.3635910928114593,0.06700050452593308
16,30,0.34233614495065834,0.0534013968940107
17,1,0.30249695154175954,0.0668243059150019
17,2,0.29189074680684496,0.06338209742244298
17,3,0.25889433295054115,0.05429658935722273
17,4,0.27296005323031947,0.06335366850916761
17,5,0.34436691121778523,0.0365662774276124
17,6,0.3756237643938175,0.062055368691222315
17,7,0.346359509120505,0.06419558047304837
17,8,0.25344566330275686,0.07100393720782303
17,9,0.40840717189108544,0.07901177438769463
17,10,0.31213174444205244,0.06499048284576901
17,11,0.2733429628674049,0.06513673220795334
17,12,0.3507874380083474,0.06129996527792964
17,13,0.2824595198864532,0.05363826987778755
17,14,0.33182964870256687,0.07072579384263158
17,15,0.34138814886064023,0.08379785717964945
17,16,0.3832528769856721,0.05065773564328492
17,17,0.3535534269811379,0.06269718548913795
17,18,0.27629252216133027,0.07509509277362256
17,19,0.23791420043593509,0.04479718925434839
17,20,0.41566692049501935,0.05735700663078447
17,21,0.31047227294563823,0.06125586637327615
17,22,0.34967401766316947,0.0484608026899658
17,23,0.3418764831186058,0.045687033402102506
17,24,0.3342587176940816,0.06088532907809231
17,25,0.3596300390905865,0.05069343465111241
17,26,0.31950038548043225,0.06154427921765832
17,27,0.27399258540180066,0.05066563706097503
17,28,0.32361190095685305,0.07041405458457832
17,29,0.25358118353541825,0.05378200967948174
17,30,0.2353681572047426,0.08015779853506683
18,1,0.3352172751619208,0.057489011893896234
18,2,0.2800044619537099,0.07416044661412721
18,3,0.37906074456705097,0.07824722836372876
18,4,0.36158124665762303,0.05652552417613911
18,5,0.30019652616095516,0.07502472275591958
18,6,0.2807793985652966,0.0596848499491376
18,7,0.22733393004834435,0.04676304368631498
18,8,0.3161795399895192,0.0581445513143691
18,9,0.2861893348269205,0.0511585177059618
18,10,0.28875266872903826,0.06392262088325928
18,11,0.30227014144502823,0.07405213333688564
18,12,0.35180739280515433,0.07514975430995008
18,13,0.34400142275772905,0.05885321834118374
18,14,0.3847674534548079,0.05292210331649146
18,15,0.24589611318846324,0.0644736100716773
18,16,0.35027947940453746,0.06192826659940626
18,17,0.39129732262993694,0.058451022226801826
18,18,0.3645344226106054,0.0681092416827226
18,19,0.47082292576899576,0.051848535700975286
18,20,0.37662543083979055,0.05082860500840274
18,21,0.25663516457132063,0.07739308972858079
18,22,0.3574534517114207,0.06972388119341302
18,23,0.33690720337095625,0.07443793359645974
18,24,0.2788443153172483,0.05795767165368157
18,25,0.2510746328703344,0.06885103028285307
18,26,0.3059314731273608,0.07447055070957274
18,27,0.28243332172675073,0.07260000758228174
18,28,0.39379428691986795,0.07385850937827365
18,29,0.39134475326650636,0.06357644686399286
18,30,0.3468914932685592,0.0720410367254133
19,1,0.28281541046927894,0.08096055784880418
19,2,0.4159699641807251,0.04471031278073883
19,3,0.2783374071346905,0.07604614490612258
19,4,0.3131969435308047,0.06764094562576892
19,5,0.30764488360148595,0.08116577688656933
19,6,0.25529462101054246,0.07425847268808519
19,7,0.31356587109067957,0.04932448673848302
19,8,0.30460851407216966,0.09142619799322661
19,9,0.37641817101562397,0.07885161803586757
19,10,0.3052459971463438,0.08636803097607111
19,11,0.329859237460602,0.056200866928701784
19,12,0.34381754052777647,0.07839468583281325
19,13,0.30067968040381665,0.07518383588003494
19,14,0.23786803878432644,0.07476789502065899
19,15,0.3595611463913804,0.06131675416090979
19,16,0.30746115447604283,0.07164014224020011
19,17,0.30634140142724003,0.04289501778920237
19,18,0.271521559385788,0.07962208674982783
19,19,0.3359443069268837,0.04691694202278732
19,20,0.27734356940351534,0.05940228774276021
19,21,0.35718588202452517,0.05520041118101107
19,22,0.3581632791171991,0.0442116907778542
19,23,0.30857289504722296,0.07971937456631013
19,24,0.3251266372397905,0.05157654830050908
19,25,0.3212260522095533,0.06616316853477945
19,26,0.27735080764584374,0.06179913599997277
19,27,0.32989230933702185,0.07241976074982523
19,28,0.3108805822573333,0.0920927734421243
19,29,0.35222487216961795,0.08038131963056587
19,30,0.32238640475818087,0.046728679172039725
20,1,0.36332553587075245,0.05296826274168748
20,2,0.3234260157398574,0.06169578020662004
20,3,0.2953296469926476,0.06453110784273576
20,4,0.25980387223518264,0.08123398593274378
20,5,0.32704204833781325,0.06323791393258038
20,6,0.30179319960842244,0.093708964423268
20,7,0.29111748777166074,0.07127823296370592
20,8,0.32551416486921575,0.06893020818381718
20,9,0.3503619126246268,0.09048989594154491
20,10,0.2789389942747606,0.06420701519514284
20,11,0.34591895429188974,0.04242463449762209
20,12,0.36670532827538627,0.11049457480190564
20,13,0.2978099620326772,0.06149504627213192
20,14,0.2751070931015457,0.07901734023108145
20,15,0.3189481449220503,0.0789030425893027
20,16,0.32994863269834995,0.07811794119019706
20,17,0.36425753145430423,0.04958693674181713
20,18,0.35431014882718426,0.06431463571936061
20,19,0.2984685964843432,0.06572460070964044
20,20,0.4188971174738043,0.05010218922463885
20,21,0.2696565277286805,0.07598842444257979
20,22,0.30184635880824917,0.07712365724100699
20,23,0.29054358809475556,0.07972729470101056
20,24,0.32745846631637177,0.07092720560392914
20,25,0.24729461937569241,0.0813130562066323
20,26,0.31173624403857764,0.06329871654599604
20,27,0.311769730976166,0.08056367492678483
20,28,0.3091304382162311,0.05394207720127168
20,29,0.36630775002479976,0.0535854301612218
20,30,0.31284053568928866,0.09408287060707687
21,1,0.2696459607726161,0.053612786721240493
21,2,0.2925636716790542,0.08463695096467845
21,3,0.3085963048083686,0.08287448157351082
21,4,0.4585804365789137,0.04989696298794049
21,5,0.3292218205851912,0.05233242108553173
21,6,0.3498144986204992,0.07726720704092806
21,7,0.3810589337893959,0.05772873400827327
21,8,0.31118379338042007,0.08735074542373653
21,9,0.2823263564197556,0.06209640912050301
21,10,0.3132220154431705,0.06939766442056819
21,11,0.41438455176357797,0.0870443687220013
21,12,0.2654241744209649,0.060321280340236025
21,13,0.309029754573018,0.07043197638867167
21,14,0.261485457965488,0.07146490053975105
21,15,0.3417568012327968,0.06798571990650545
21,16,0.32307078501721115,0.08231500302108355
21,17,0.3231617930294503,0.08849955288120295
21,18,0.3923848709501303,0.049631329418020696
21,19,0.3519956791216483,0.07875778225055062
21,20,0.5211567092116557,0.0701582186158597
21,21,0.3151612884908577,0.08028289263791841
21,22,0.39135657020584214,0.07618001263001185
21,23,0.3202812150352326,0.08073536435495018
21,24,0.26606288651600374,0.08841987334971994
21,25,0.3132660698673885,0.06445660601253982
21,26,0.32934658991235755,0.06213748563848942
21,27,0.29702879871004045,0.052905729305019966
21,28,0.2924267446710987,0.05342666153903631
21,29,0.31480282289548484,0.0719307514815045
21,30,0.313153461036171,0.06298159059247511
22,1,0.253071939444571,0.08342357883119489
22,2,0.3961435028246874,0.07731180666757778
22,3,0.3254131274282891,0.10590386206447909
22,4,0.3251676124320433,0.05009399556376948
22,5,0.33792010852609305,0.07091706813269667
22,6,0.2987406836017902,0.05195536335438058
22,7,0.2529907492900507,0.07176381929701783
22,8,0.31251877108850606,0.07901148058731364
22,9,0.40727538163475085,0.10135928545082819
22,10,0.289739865936642,0.060275400710398504
22,11,0.37634449311145574,0.06301006664507353
22,12,0.31042348914948814,0.09401380640048704
22,13,0.3512417323033887,0.05818438041199092
22,14,0.3191385602341845,0.06852746562656079
22,15,0.3230223124285627,0.07203020343825707
22,16,0.2978965476654824,0.08823039226028238
22,17,0.3034690219348236,0.09967188646082144
22,18,0.323716467963653,0.07676559382975438
22,19,0.26407209797960096,0.05946973767159804
22,20,0.3406406244657163,0.10657397743054915
22,21,0.38114785861225914,0.06598421015377642
22,22,0.29658402544882156,0.08026717714439449
22,23,0.3213267605646682,0.09363904530858536
22,24,0.3532056101004962,0.07438064152735864
22,25,0.2811770703785767,0.07326974550676264
22,26,0.3426239124739871,0.05167635692512807
22,27,0.2649113260835022,0.06371456051568927
22,28,0.26149259701632666,0.0751790157980448
22,29,0.3225909616372146,0.06643695423297045
22,30,0.2915715566296304,0.060484725905665594
23,1,0.41062834228447687,0.06815061663345612
23,2,0.39515921699118955,0.05933287839151742
23,3,0.3090115460282932,0.05725779580499336
23,4,0.34989236952935465,0.08698255533148251
23,5,0.3468770191419026,0.07541557024097609
23,6,0.31896214954223784,0.06679127538523034
23,7,0.32367226737613697,0.09799880248543
23,8,0.2915743276094743,0.08813171122316076
23,9,0.2831957530825651,0.06740347450278747
23,10,0.2968036894452978,0.06278966920263841
23,11,0.29037429564500544,0.07852731957705464
23,12,0.3154075974043009,0.06707415723273812
23,13,0.34279750785528673,0.05497216541122793
23,14,0.46231311900903654,0.07791481411642652
23,15,0.3092606620546544,0.06724550221101629
23,16,0.29144611206264426,0.07920464510549724
23,17,0.32389280153283057,0.0743797070771774
23,18,0.4834139263853981,0.07073806302323751
23,19,0.3113669383880496,0.03522348155323833
23,20,0.4267597921811271,0.06030284056923502
23,21,0.3138616004192559,0.08968106480326579
23,22,0.29561204305787775,0.0708772551737867
23,23,0.2945436475621086,0.0721766868841291
23,24,0.2765611807369747,0.07916229218662908
23,25,0.3026770833461208,0.07341047464093368
23,26,0.3220138866732541,0.0550567058528091
23,27,0.2493641987419141,0.08535593096377825
23,28,0.3400287336147378,0.07418715941824981
23,29,0.34425758458274497,0.06033566363953655
23,30,0.36487057671009887,0.07982157382409638
24,1,0.37152751047956484,0.07851593816109192
24,2,0.3143932547419479,0.06300837642358788
24,3,0.32250584852344627,0.06406808806990333
24,4,0.28417130010222647,0.047933707236639214
24,5,0.25469862889508976,0.08717952932036904
24,6,0.3516274385795052,0.07780495526998928
24,7,0.3460781902662652,0.04922352772006183
24,8,0.37194639920670697,0.09410848945498779
24,9,0.2732883605440529,0.07085843527210915
24,10,0.4001154506235156,0.09235160726912778
24,11,0.4269105037882715,0.07113396458255541
24,12,0.30303354758583395,0.08887081330251231
24,13,0.3192808886367167,0.0856780305947551
24,14,0.31403764744683166,0.0802968459146953
24,15,0.37587243349260524,0.06257679747075527
24,16,0.3283060502548539,0.10169563840734713
24,17,0.2740551498480739,0.09776484032479064
24,18,0.3411057318121789,0.08026184859669544
24,19,0.2747581781427994,0.07662170412433837
24,20,0.33485596828796427,0.07868965263177637
24,21,0.32266906114648286,0.08052214904317131
24,22,0.31195317299114295,0.07973865408417469
24,23,0.2912808485535448,0.09356731158945351
24,24,0.2945136931241165,0.06804330561892484
24,25,0.348504553809047,0.06302701805777675
24,26,0.3149052612156691,0.06490727869152496
24,27,0.3506015825564644,0.07688974810820493
24,28,0.28869376636957134,0.1117426038620197
24,29,0.33200579710349437,0.06498351983801544
24,30,0.27654643897296655,0.07634765791950111
25,1,0.3862530335732467,0.09517766199889659
25,2,0.38524458928114347,0.058476636134290765
25,3,0.36564700699916747,0.061995497149554844
25,4,0.3113238751645411,0.0890778071983638
25,5,0.3560499152114639,0.06412033145500401
25,6,0.29624256541364596,0.08709675511375012
25,7,0.2777442887826441,0.10252326014463017
25,8,0.36887011816302245,0.10074422478922151
25,9,0.268546217627165,0.10065810208431486
25,10,0.32367190598873247,0.126020924060426
25,11,0.31544966779064854,0.053963298395014424
25,12,0.3006414531993776,0.06483422561888295
25,13,0.31388663168928854,0.06245154803550222
25,14,0.3189222399157021,0.06221368802760492
25,15,0.34174648178510586,0.09119861621287147
25,16,0.271851390671486,0.0830420265782827
25,17,0.4074140608932993,0.08750619580473311
25,18,0.41037531651591974,0.057607574802127956
25,19,0.3029720037655355,0.08597915817150865
25,20,0.5403007929178488,0.04940024362575889
25,21,0.3569264755499427,0.09188125576262585
25,22,0.3330386933061444,0.06837503034168547
25,23,0.5074347018622549,0.05196747114462257
25,24,0.455520946947266,0.08745315420799667
25,25,0.33652604537087016,0.05795391017071161
25,26,0.3207829021432044,0.084453099240455
25,27,0.33284363263247785,0.053954408353061256
25,28,0.2796561790311416,0.08765092310159307
25,29,0.292552195571279,0.10296259072483206
25,30,0.3527903493228165,0.08366570115778928
26,1,0.39124343905209025,0.08344902765655234
26,2,0.4010629121107355,0.09360882425423236
26,3,0.34493511641402913,0.07686140138337975
26,4,0.3829098097757024,0.06499575815118593
26,5,0.41561374294197156,0.07136197725226101
26,6,0.30710659227628206,0.07189692366121045
26,7,0.3151649592083635,0.07600039417528377
26,8,0.285839519569329,0.0840939989523701
26,9,0.3216270138015589,0.07594896929200994
26,10,0.3008333250126548,0.09682142573925774
26,11,0.40175857322343406,0.07143648325251624
26,12,0.3037114071163696,0.09153411839726033
26,13,0.2997091078028701,0.07728704789638101
26,14,0.3155831469894228,0.09130703161267363
26,15,0.4003897792776245,0.08750108788926571
26,16,0.39134540395148,0.05809627772495536
26,17,0.34038645177439797,0.05639142008862831
26,18,0.34634131636454474,0.07336489346535491
26,19,0.47366778510570534,0.08684911543766329
26,20,0.3721175212014938,0.08731437575008864
26,21,0.3065969280341739,0.09643719304135323
26,22,0.29390619631269926,0.07625961774216897
26,23,0.2856715348857183,0.06677889596688509
26,24,0.3163472900514756,0.059302510166856635
26,25,0.30142422971741367,0.052375811719105
26,26,0.341490068322565,0.1063821383171941
26,27,0.3211166562041726,0.08438813715113479
26,28,0.33426946866202956,0.10082679470669678
26,29,0.3804181087803342,0.08788501625040852
26,30,0.3461716804462615,0.07830330517692198
27,1,0.33074044142556525,0.05328570045289671
27,2,0.3907016336551201,0.06080487511059685
27,3,0.39898592724558846,0.07390238648839247
27,4,0.33873528141315856,0.07167231556995352
27,5,0.41578407620763624,0.1122114538128936
27,6,0.35522720173577305,0.08368976716707442
27,7,0.28499343022326284,0.08134611768168101
27,8,0.37612486307826004,0.061231894954176413
27,9,0.35007748747620326,0.11808568560017145
27,10,0.3027186935110734,0.1089609522351152
27,11,0.318295770611486,0.08624593127688622
27,12,0.31487045443690265,0.13121439898007706
27,13,0.2890175878423315,0.05903090247856913
27,14,0.354857431237114,0.08408034266960142
27,15,0.26614528354339023,0.0979010153528477
27,16,0.30111017420157166,0.07324930041941774
27,17,0.35648635802852946,0.0723691852415001
27,18,0.33497581155470557,0.05876962775685516
27,19,0.3454447145622432,0.09121360444560475
27,20,0.28965439278185007,0.08908556418593537
27,21,0.3522354249584299,0.09254483806616548
27,22,0.3999675445923701,0.09574358461251456
27,23,0.295800542801531,0.1352707714748004
27,24,0.31229363552352274,0.09270499822774493
27,25,0.3462668309705564,0.09184651510392827
27,26,0.33890745281746426,0.09853323091731499
27,27,0.3196530598167559,0.10094113570357197
27,28,0.2902068566754516,0.077185225615378
27,29,0.2911756073369279,0.06066205823288398
27,30,0.402676764943367,0.07011741466584107
28,1,0.3886143290410584,0.09693949284566891
28,2,0.30157316784132226,0.0841057472110549
28,3,0.3115338522562945,0.1022786488681369
28,4,0.32521741181665065,0.1034347023379705
28,5,0.2901480411441782,0.07760893536484224
28,6,0.3168529490131883,0.09706362928310343
28,7,0.37633945007761266,0.0811081282766103
28,8,0.39065754806085967,0.11117308860363262
28,9,0.33198036043841556,0.08188080294022664
28,10,0.3743687663917606,0.11006911473643273
28,11,0.3242708727324315,0.10489884608818044
28,12,0.3463433430263677,0.1092742659203121
28,13,0.3203298401289777,0.08569963380500854
28,14,0.39046373789714406,0.07839785893391966
28,15,0.32658898464344716,0.0943955174775459
28,16,0.3997267823687879,0.0831598125930505
28,17,0.33833975079102624,0.0928557130918406
28,18,0.3948606729909495,0.09227044006185603
28,19,0.3194065916891112,0.06511846442265315
28,20,0.35499882298849467,0.09309116157714174
28,21,0.34356027951232043,0.08629848938716021
28,22,0.2873791338151563,0.10109393935378211
28,23,0.3785099262180224,0.10137541584334797
28,24,0.3524438034262919,0.10066321592394312
28,25,0.3743721912738996,0.0905107025277713
28,26,0.4694582138913339,0.06229381149529915
28,27,0.336646988822441,0.06361841380813495
28,28,0.4941321122080656,0.09411833604070849
28,29,0.32559341709566697,0.09565383026148873
28,30,0.3881162978996173,0.08746598080964173
29,1,0.4550060091071865,0.10621238629948289
29,2,0.31709401817002103,0.09374140798831389
29,3,0.30294488967387795,0.07240346392265563
29,4,0.3545200877601718,0.06529426744691336
29,5,0.4650542391753328,0.0986968026674982
29,6,0.34514874596512785,0.09104122060673973
29,7,0.3410420281016856,0.06072432875842718
29,8,0.2880898033487721,0.12283560164276097
29,9,0.4120884778103441,0.08027088922673989
29,10,0.48172383829682563,0.0939909143503394
29,11,0.38414496721359986,0.08979172625182974
29,12,0.32171859869658326,0.12718702032513987
29,13,0.32965505008495316,0.10526417108023245
29,14,0.3392671978449963,0.08879850106200557
29,15,0.29183219924657494,0.12192525958468911
29,16,0.34844735191413423,0.10208308673884145
29,17,0.3128666509598733,0.0952667993874139
29,18,0.31746478229901137,0.06894967076652204
29,19,0.34731308332187233,0.07935413912287022
29,20,0.32834655951276565,0.09570452219620097
29,21,0.2944338278215872,0.11893353468598533
29,22,0.3352503319356526,0.09129518536755268
29,23,0.26463434437091343,0.12421466402175498
29,24,0.5015294187085642,0.08725106234013537
29,25,0.29307387479550756,0.11778381692271925
29,26,0.40294981558603676,0.09944813961816903
29,27,0.31944089388675195,0.10968379536646088
29,28,0.3108361345935026,0.10063671157197698
29,29,0.28212821736555044,0.10484622924172973
29,30,0.3616060221334306,0.06666018372719816
30,1,0.3351404330478213,0.09105600557774698
30,2,0.3045805352002417,0.09946353876179508
30,3,0.41071484916344836,0.08534745694605357
30,4,0.3315483182368519,0.09606667770986098
30,5,0.27749596050827463,0.06481710486773758
30,6,0.4024771077167402,0.08302515134857602
30,7,0.3700284739596506,0.12896635227180756
30,8,0.3006686024509879,0.0784173022593485
30,9,0.335194727744854,0.07311583970541341
30,10,0.35728169867468257,0.09843777198327636
30,11,0.4004938154196573,0.09749556287468356
30,12,0.36621858337621327,0.060084783628759623
30,13,0.2896043325062355,0.08461204736876808
30,14,0.35458908029052144,0.0815556191225268
30,15,0.301917793381349,0.14605357675108718
30,16,0.3628685442502571,0.08415136129660464
30,17,0.2729435471674932,0.08914771843250559
30,18,0.34314377921371875,0.08858472386293895
30,19,0.3738102777568044,0.08464020058714376
30,20,0.31104258719542244,0.07174807637762108
30,21,0.3468099090815471,0.078202534781584
30,22,0.4314514971915663,0.067573003421622
30,23,0.368426399372615,0.08959345427555611
30,24,0.3338514498800081,0.05100142856033074
30,25,0.38506126373148075,0.06449305298332653
30,26,0.4220074895658332,0.09678241536318019
30,27,0.33698754150001786,0.06558838254984001
30,28,0.30829592815405144,0.08969464352383379
30,29,0.38914017674891654,0.06547312324347188
30,30,0.42597132270810695,0.07361125362399876
31,1,0.36197868218741186,0.0959740320984506
31,2,0.3216960345852453,0.07081876590772818
31,3,0.39798061267566276,0.12062715540822923
31,4,0.5701215485653831,0.062478302169241454
31,5,0.29678440239860054,0.09411492510254005
31,6,0.33349779601649154,0.10158182802562708
